2,20
12940,12040,11840,11360,11130,11090,10650,10430,9890,9070,7000,6200,6200,4060,4060,3320,3320,1040,1040,490
9270,8910,8630,8390,8340,7370,7320,7280,6630,6130,5740,5060,4750,4750,3500,3500,3500,3500,360,360
13690,11710,11070,7870,6070,5520,2900,2900,2340,2340,1510,1510,1460,1220,1220,940,370,370,370,370
14100,13560,13560,12680,10490,10210,10160,9550,7410,6820,4550,2560,1830,1830,1130,880,880,880,580,330
14370,14370,14160,13130,13130,12910,12820,9510,8760,8760,8760,8530,6340,4630,3780,3780,3780,2030,330,330
13580,9020,9020,7210,6920,6670,6410,6360,6260,6010,4160,4160,4160,3630,3630,3630,3080,960,720,450
14140,13870,13620,10840,8430,8380,8030,5550,5000,4340,4340,3610,2990,2990,2700,2160,260,260,260,260
13020,12910,11170,11170,11170,10630,8870,7650,7600,6970,6970,6970,6260,6020,5760,3220,2960,2960,2290,360
14360,13800,13500,13270,12380,10800,8390,6060,6060,5420,4870,3880,3330,3330,3330,1470,1470,1470,1470,400
13000,12850,12850,12850,8430,4510,4260,3770,3770,3770,3500,3500,3500,3500,3500,3230,3230,2730,460,460
13140,13090,12600,12020,8950,8670,8380,8380,6080,4000,3720,1400,1100,1100,1100,1100,1100,1100,1050,440
11510,10990,10770,10770,7350,7350,5580,5070,5070,3780,3540,3540,3540,3540,1330,1330,1330,1330,1100,230
11980,10140,9810,9810,9530,8910,8910,5160,4600,4360,4360,4360,3810,1440,1440,1440,1440,1440,1040,370
14410,13900,13400,13320,13320,12720,12060,11830,11610,9380,9300,7610,7050,5840,5840,5640,4670,4130,2100,510
13120,12270,12270,11710,11710,11710,8030,7500,7500,7230,5110,3240,2970,2970,2230,1950,1950,1950,520,250
10880,9550,8630,7880,7200,3920,3620,3620,3330,3330,3330,3330,2690,2690,2040,2040,2040,2040,220,220
11790,11790,10640,10360,10120,9900,8540,7230,7000,6490,4240,4240,2270,2050,2050,2050,1830,1170,720,470
14410,13200,13200,10710,9440,8940,8900,8850,8290,4250,4250,3220,3000,3000,2760,1900,1900,1900,1480,520
12710,12640,12600,10360,8580,6400,6120,6120,4840,4840,4250,890,890,890,890,890,890,890,300,300
13930,13280,12400,9990,9720,8830,8300,8300,7750,7160,6330,6330,4210,4210,2320,2270,2270,2270,2270,310
14110,11750,11470,10850,4680,3550,3310,3310,2990,2940,2380,2140,2090,1870,1870,1630,1070,840,540,540
14360,12500,12500,10540,10230,10230,5180,4900,2900,2900,2850,2850,2260,2020,2020,1540,380,380,380,230
13910,13910,10200,10200,8360,8100,7880,7510,7400,6740,6700,6030,5560,3800,2980,2750,2750,840,330,330
13210,11630,11370,10120,7760,7760,7200,7160,5220,5170,5130,5030,2630,2630,2380,2340,1450,1450,1220,600
13050,13050,13050,12100,11600,11600,11380,8330,7980,7160,5230,3710,3500,3000,2380,2100,1810,1810,1060,560
13140,12540,11480,10940,10940,7730,7480,5820,5060,5020,5020,4280,4050,4000,2010,1750,1160,1160,540,500
14410,11310,11060,10910,6110,6110,6110,6110,4130,1950,1950,1950,1950,1360,1330,510,510,510,240,240
12470,12420,11770,9700,9460,7590,5000,4340,4070,3120,2830,2350,390,390,390,390,390,390,340,340
14410,14410,13770,13540,10900,10660,8780,8780,8780,8050,7070,6600,6400,6400,5850,4160,2430,1960,320,320
14410,14410,12360,12120,11180,10860,9900,9210,8930,8680,8680,7470,6890,6890,6610,6610,1960,1960,1220,350
13380,13380,11990,11730,9700,9700,9440,7070,6840,6840,6500,5280,2970,2440,2440,2200,2200,390,390,390
14410,13000,10970,10970,10290,10290,9480,7380,6790,6790,6510,5820,5240,4060,4010,3300,2590,610,600,330
13480,12010,10280,7500,7450,7450,6530,6280,5630,5390,5390,5120,5120,4290,1050,1050,410,410,410,360
14140,13870,13140,10600,10350,10110,9790,7990,7990,7110,7110,6310,4540,3790,1700,1430,1430,640,370,370
13900,12500,11670,11380,9670,9670,9670,9670,9670,9670,9310,7620,5690,5690,5050,5050,4450,2160,1930,220
12740,12520,12520,11620,11620,9740,8900,6480,6010,4230,4010,4010,3420,2660,2430,2390,2390,330,330,330
14410,12250,12250,11740,11250,9100,9100,8210,6710,6710,6200,5530,3640,3640,2470,2240,2240,340,340,340
13430,12130,10020,9730,8540,8540,7840,6460,5180,4210,2170,1620,1620,1620,1330,1330,800,490,490,490
13580,12950,12260,9980,6830,6000,6000,6000,5020,5020,3860,3390,3170,3170,2540,2540,1700,1450,390,390
14360,14110,11730,11440,9580,9580,7480,5770,4240,4240,3660,3660,3660,3660,3660,3060,1100,1050,1050,340
14410,12620,10550,10550,9710,9440,8920,8920,8920,8920,8920,8920,8340,5250,4910,2330,2330,2290,1300,410
14190,13930,13300,11590,8890,8660,8130,7600,6050,3650,3650,3390,2870,2870,2870,2330,2040,2040,290,290
13350,12820,12570,12570,11060,9020,8290,7420,5640,5170,5170,4560,4560,4060,3580,2840,2170,2170,390,390
14410,14180,14140,12970,12290,11510,9100,9100,8670,8670,6910,4870,4260,4260,4260,2170,2130,980,980,380
12660,12070,11800,11720,10850,10310,8610,8610,8610,8610,7910,7350,6560,5640,4450,3830,3230,720,700,450
11790,10280,10010,9790,8770,8770,7960,7960,7730,7180,6920,6230,3890,3890,3210,2720,1960,1960,1960,420
14410,14000,14000,12140,12140,10200,10200,8810,8070,8070,7740,7740,6900,4690,2770,880,880,880,280,280
12530,12530,12030,12030,11230,9500,9440,7510,5410,5190,4100,4100,2790,2790,2790,2210,540,540,320,320
14180,13280,12110,9770,9130,8890,8660,6570,6350,6090,5810,5570,5570,5430,4860,3340,2470,470,470,470
12990,12770,11610,8660,6640,4370,3470,3470,3220,3000,2250,2250,2250,2250,2250,2250,2250,1540,1300,510
14170,13970,13970,13640,13310,12510,12200,11960,9020,8520,7970,7730,5080,4020,4020,1750,1750,1200,620,620
13180,12110,11370,10520,9850,8350,8350,8350,6400,6160,5580,4840,4560,3970,3410,3410,3410,2130,1320,500
13600,12750,10570,10050,10050,9470,8920,8620,7680,7090,6510,5910,5910,5560,4670,4200,3700,3120,3080,550
13140,9830,8880,8050,6440,5880,5630,4860,3230,2780,2780,2310,2310,2090,1990,1780,1150,960,460,460
14160,12480,12440,11990,11100,10460,9730,7880,7110,6880,5540,5540,4670,1980,1090,570,570,570,570,520
12690,10760,9920,9240,8060,7840,7840,7600,7360,6870,6630,5570,4680,4440,2530,2530,2270,1650,1130,450
11610,10200,10200,9380,8280,8280,8280,7790,7790,6730,5950,5950,5080,4840,4580,3770,3180,2340,570,570
14180,12050,11760,9260,9220,8070,7270,7040,7040,6710,4320,4320,4100,3830,3180,2960,600,370,370,370
11420,10920,10650,10600,8850,8640,8020,7970,7970,6040,6040,5200,4380,3680,3500,3000,2360,1500,620,360
13340,12400,10390,9870,8160,8160,7950,7700,7700,5320,5080,4570,4320,4090,4090,3860,2060,1210,670,430
14210,13180,12510,12050,12050,10300,10040,9500,8910,8690,8440,8200,6870,5750,3660,3140,1050,1000,1000,400
13560,13280,13030,12460,12460,11110,10510,10510,10510,10230,9930,7840,6770,4450,4450,3390,1490,410,410,410
13920,11490,9620,6720,6720,6490,6050,6050,5270,2810,2180,2180,1510,1510,1510,1470,1470,1470,1240,400
13760,12860,11760,11760,9750,9310,8870,8870,8630,8630,6070,4980,4690,2830,1600,1400,1180,1180,920,480
12390,9840,9840,6860,6630,6400,5850,5260,5110,3930,3890,3890,3670,3670,3460,2930,2650,1480,1230,460
14410,11790,11520,10270,9090,9040,9040,8710,6770,6490,1990,1990,1990,1990,1940,1940,1940,1940,320,320
13770,13560,11270,10810,9130,9130,8880,8270,6840,5940,5940,5690,3910,3670,3670,2780,2160,620,620,370
13600,11350,10090,9340,9340,7510,7270,6470,6180,6140,5460,2510,2010,2010,1390,1390,840,840,480,480
12960,11060,11060,10010,10010,9740,9470,9180,8890,8890,8890,8300,8010,5740,5130,4480,3640,650,380,380
14130,12320,11860,9950,9950,8030,6210,5860,5860,5860,5860,5600,5600,5320,3410,1520,960,910,910,270
12640,12230,12230,11710,11670,11670,11120,10570,9450,8580,6770,6550,6550,4730,4260,4010,2280,2280,2050,340
14120,11220,11170,11170,11170,11170,10580,10580,10330,8290,3920,3280,3020,600,600,250,250,250,250,250
12000,10170,10130,8910,6930,6650,6400,6400,5890,5890,5340,5030,4390,3660,3410,3370,3120,2890,490,490
14410,11380,11380,10260,9740,9160,8870,7320,6080,5810,3600,3360,1210,1210,1210,940,940,940,420,420
13910,13910,12870,12340,10490,9630,9630,9630,9150,7420,6380,5760,5710,5710,5180,4090,4090,3570,1260,480
12370,12140,11920,10110,10110,9560,9560,9340,7480,4000,3470,2860,1100,1100,1100,1100,1100,330,330,330
14130,14130,11250,11250,10690,9480,7030,4070,3390,2530,2430,2430,1900,1900,910,910,910,910,360,360
10710,8540,8020,8020,7200,5950,4550,3410,3410,2920,2250,2250,2250,2000,1720,1340,1340,1340,1060,550
13800,13660,13360,10910,10870,9810,7890,7390,7390,6920,6920,4400,4400,3020,2980,2350,900,580,580,580
13940,13260,12660,12440,12440,12180,11650,11170,10610,8350,8300,8300,5810,5440,4570,4570,4570,3380,1140,530
13750,13230,11540,8620,5920,5390,4810,4060,3440,3200,2700,2480,2480,2230,1710,1710,1710,1090,1050,570
13750,13530,12780,12780,12780,12140,8470,7860,5750,4930,4880,4880,2620,2240,290,290,290,250,250,250
14160,13580,13530,13240,12750,12750,9830,7730,7730,7440,5490,2970,2690,2090,1500,1500,1500,580,580,310
14410,14410,12410,12410,12160,10390,9750,9750,7720,7420,6870,4860,4860,4390,4150,950,310,310,310,310
14410,12000,10580,9130,8230,7750,7160,6190,6090,5230,4950,4490,4250,4250,4250,2440,1130,1080,1080,540
14020,13780,13030,12030,10930,10420,8700,6570,6160,6110,5790,5350,3280,1550,1510,1510,1200,560,560,560
14410,14370,14370,12430,12430,10440,10400,10310,9240,8480,8480,6720,6720,5010,3770,3520,2610,600,340,340
12840,12840,10210,9950,9440,9440,8070,6410,5890,5890,5120,3930,3930,3930,2820,2820,2580,2060,360,360
13510,11260,8930,7810,7770,7470,7470,6310,5670,2820,2820,2820,2820,2820,2820,2260,1100,1100,770,450
14120,13910,13910,13200,13200,11280,11030,9120,8640,8640,8640,8640,6940,5230,4030,3550,3550,2520,860,350
14200,14160,13590,13350,12040,12000,11660,10630,9780,8700,6550,4750,4510,3880,3080,2660,1730,1490,1250,620
13830,11140,9550,9510,7440,7440,7440,7440,7440,6790,6120,4230,4020,1970,1970,1410,1410,550,380,380
14410,12660,12620,12350,12050,9890,9490,8890,5440,5440,4810,4810,4810,4810,4070,4030,4030,610,570,320
14170,13450,13450,12110,9970,9390,9390,7520,5670,4990,3470,2870,2870,2270,2060,2060,2060,2060,1030,450
14160,9620,7890,7630,6510,5280,4440,4440,3500,3500,3460,3200,2350,2350,2350,1750,1260,1260,1220,480
14160,13330,10800,10800,10570,10370,10370,10370,10130,9670,9470,8660,8010,7780,6650,6440,4490,2880,580,500
14360,12720,12720,12720,12460,8730,8730,6880,6640,6050,5810,3620,3620,3620,3340,3340,3090,1210,1210,330
14370,13290,11600,11390,10710,10510,9990,9750,9750,9750,8260,5430,5390,5390,4230,1710,1520,1050,590,590
13400,11180,10880,10830,8840,8790,8550,7720,4110,3840,3840,1850,1850,1260,1260,790,790,540,540,300
13060,10940,10670,8560,8310,5940,5940,5940,5940,5700,2600,2050,1560,1560,1560,1250,700,700,420,420
13330,13080,12820,11670,11140,10320,10030,10030,9410,7030,5970,3530,2810,2500,1910,1030,1030,850,850,610
13910,10610,7810,7760,7030,6750,6020,4540,2580,1910,1650,970,970,970,400,400,400,400,400,400
13020,12760,11160,9230,6900,5720,5720,5440,5150,3070,2860,2600,2330,2330,2330,2330,1750,1020,470,470
14410,9890,8890,8630,8330,7790,7560,6960,4320,4040,4040,4040,4040,3380,3380,3340,2820,900,860,360
12600,10610,9980,9980,8320,7290,6790,6530,5810,5810,5760,5130,3110,3110,2520,2520,2210,2210,2210,210
11680,11680,9800,8600,8380,6700,6460,5950,5950,5470,2980,2490,2270,2040,2040,2040,1740,1500,1500,480
14410,13840,13090,13090,12010,11400,10630,7820,4580,4360,4360,4360,3750,3750,1870,1370,1120,1080,1040,470
14360,14360,12230,10490,10490,9400,7510,7260,7000,6460,6460,4730,4260,3410,2790,2750,2750,2530,2530,440
14310,13770,13770,11490,11180,10880,9870,9820,7260,7260,5720,5170,3540,3540,3480,3230,2930,2650,370,370
13610,13000,13000,11900,11240,10910,9300,8580,8580,4530,3770,3770,3770,3770,3770,3770,1130,1130,420,420
14360,13240,13240,11110,9140,4890,4890,4650,4070,4030,4030,4030,3410,2720,790,250,250,250,250,250
12880,12880,11090,8810,8810,8770,7610,6460,6460,5840,5300,3500,1140,1100,1030,810,550,310,310,310
13620,13270,12970,12620,12570,12290,11990,11370,8770,5600,4850,3820,3030,2760,2710,1910,1610,700,440,440
13610,11760,11250,10500,10330,8450,8450,7340,7290,6770,6770,4350,4350,3500,1850,1850,1850,530,530,530
13640,12200,9810,9130,8610,8610,8610,5740,4870,4280,3180,2940,2940,2700,2490,2490,1060,540,540,540
12150,11880,11360,10640,10370,10080,10080,8340,8340,7810,7190,5450,5450,4880,3040,1060,970,350,350,350
12040,11160,10910,8930,8930,8700,8480,7990,7990,6920,4360,3710,3670,3070,3070,3070,980,740,740,510
11390,11390,10770,10460,10220,9450,8670,8670,8670,8670,5720,5140,4530,4020,2230,2230,2080,2080,280,280
13200,13200,13200,10400,8250,6330,6080,2930,2880,2360,2360,1750,1010,750,750,750,750,510,430,430
14090,14090,13510,12490,10630,10390,10350,9860,9640,8720,6690,4570,4570,4010,3210,2990,2510,2250,500,500
14190,13200,13200,13160,9470,7230,5030,4120,3090,3090,2460,2460,1600,1600,1070,450,450,450,450,450
12240,10320,9580,9350,7550,7370,7090,7090,6840,6100,5520,4780,2920,2920,2920,2620,2370,530,530,440
14410,14410,13610,10730,10270,9410,7440,6280,4560,2650,2650,2120,2120,2120,2120,1860,1600,1370,1370,350
11650,11350,11080,9360,9360,9330,8450,7210,7210,7210,6430,3770,1770,1490,1230,1230,1230,1230,240,240
13280,10920,10680,9660,8580,8580,6990,5630,5390,4850,4340,4130,4130,2750,1630,1410,960,960,740,580
11540,10840,10150,9540,5480,5020,4710,3470,3390,3390,3390,2570,2340,1710,1710,1200,1200,720,720,460
13540,13490,12610,12610,12610,12360,9650,9650,9650,7830,7830,6050,3580,3580,3540,1440,1440,1440,230,230
11900,10970,10710,10470,9570,7530,7480,6550,6290,6290,6010,5760,5760,5760,5470,4510,4510,4510,2430,490
14120,14070,10960,10960,10870,10320,10320,10060,9520,9520,9520,7090,5120,3300,3060,2790,2740,2160,2160,390
11290,9280,8760,8050,7820,7060,6810,6810,6580,6040,6040,4290,3280,3280,2410,2410,2410,710,710,440
13810,13310,10830,7920,7230,7230,6730,6070,5550,5550,4360,4360,4360,4320,3490,2990,2750,2290,2240,440
13940,9660,9390,8480,7150,4980,4980,4980,4980,4730,3940,3170,1400,1400,1170,920,460,460,460,460
13870,13140,12520,12310,10340,9810,9810,9810,9330,7920,5180,4950,4720,2520,1900,1680,1630,1310,590,590
14160,13520,12640,11890,10280,8890,8240,8240,7760,4330,3580,3580,3340,3300,2610,720,470,470,470,470
12700,12560,12560,12300,9330,6390,6140,5910,5250,5210,4110,4110,2410,2130,1900,1850,740,510,510,510
11560,9440,7330,7330,6250,6250,5730,5080,3640,3310,2530,2530,2530,2530,2530,1870,1230,1230,1230,410
12350,9730,8970,8620,6360,6360,6360,6310,6260,6260,6260,5460,5110,5110,5110,2380,410,410,410,410
9020,8970,8970,8970,6960,6630,6630,4020,3970,2480,2480,2180,2180,2180,190,190,190,190,190,190
11840,10750,10440,10440,10100,7990,7990,7990,7740,7200,6570,5530,5260,3290,2670,2670,1430,1180,1180,600
14150,12630,11750,11210,10610,10300,9190,8040,6080,6080,2800,2800,2800,1160,1160,1160,1160,900,900,370
13510,13000,11630,11630,11320,10450,10230,9030,8980,8400,7880,7650,6760,4390,3530,3530,1450,990,760,540
14410,13320,13080,11100,9830,9830,9830,7740,7740,6930,5210,4360,3780,3780,3780,3560,1340,1340,1340,490
14160,13700,12440,11560,8980,7210,6970,6930,3500,3260,2960,2240,2240,1980,1750,1520,1520,380,380,380
13950,11350,11350,10800,8430,6760,6530,4680,4680,4440,4440,2000,1790,1170,1170,1130,570,530,530,490
13740,11600,11600,10780,10780,9870,9150,9150,7260,7020,7020,6750,4880,3350,3350,2710,2710,2710,250,250
13830,13330,12360,10590,10060,7890,7890,6370,5750,5750,5530,5280,3600,3030,760,760,760,760,510,290
13910,13670,12960,12370,12370,11650,11600,11320,8590,8340,8340,3200,2370,1060,1060,790,790,740,430,430
11850,11290,10710,9440,9150,7880,7880,5790,5790,5190,4520,4520,3960,2830,2580,1930,1040,1040,350,350
14410,13250,12400,12400,10490,10440,9880,8010,7740,6870,5840,2110,1620,1370,1090,1090,830,600,600,320
11610,10950,10740,10510,10060,8220,6860,6360,5880,4180,3690,3690,3320,2530,1470,450,450,450,450,450
14370,14150,11360,9480,9270,9040,8330,8330,6590,5850,4940,4260,2930,2930,2930,2930,2930,2690,2190,410
13470,12970,12720,11940,11450,11450,8660,8140,8140,7600,5620,5620,2230,2230,2230,2230,350,300,300,300
14170,12470,12370,11680,10500,9910,9910,9910,9410,9410,9410,9410,8880,8250,8250,5080,3140,3140,330,330
12610,12610,12610,11930,11930,11850,10670,10670,10440,9140,8610,8130,4470,4200,4200,4200,4200,3950,3340,480
13550,12880,8850,6860,6810,6210,6210,6210,4750,4750,2700,2450,2150,2150,1540,540,540,540,270,270
13200,12890,12300,12010,12010,11490,10640,10360,10360,6280,6230,6230,4150,3860,2570,1810,1810,1270,990,380
14410,14140,14140,13450,9700,8770,8530,6580,6580,5440,4030,4030,2930,2930,2200,1960,1960,1390,360,310
12030,11470,11420,11420,10860,10320,10320,7910,7210,5340,3970,3970,3040,3040,2480,1300,1300,1300,1250,340
13620,13620,13540,13540,13540,12920,9550,8720,6430,6390,5440,5440,5170,5170,5130,3420,2800,520,520,480
10910,10910,7780,7540,6730,6430,6170,3880,3880,3880,3880,3880,3650,3080,3080,2840,2220,2180,380,380
13940,12120,8530,6700,6700,6480,6430,5550,5300,2840,2590,2030,1760,1140,1140,1140,1140,1140,1140,350
12550,10580,10310,9690,9430,9430,6920,6670,6420,5930,5690,5430,5160,4920,4920,4920,4390,3250,900,370
13430,13430,12930,11200,9450,8350,6700,6460,5100,4260,3750,1790,1350,1110,1110,1110,1110,870,870,350
11670,11670,10820,9620,9020,8510,8510,8260,7970,7970,7970,5730,5730,3780,3540,2950,1360,670,670,400
12950,12430,12180,11540,10730,9810,9810,8040,6090,5270,4760,4250,2900,2900,2900,2670,2410,2410,2160,430
12760,12170,11990,10950,10900,8690,8430,6990,6090,5820,5820,5250,5250,5250,4800,3830,2870,1470,550,550
12190,11970,9950,9190,8220,7850,7850,6820,6230,5420,4930,2810,1810,1530,1330,1330,1100,520,520,520
14200,13630,9810,7850,7060,7060,6270,6060,5510,4040,3310,3310,3310,3060,2420,660,440,440,400,360
13920,13050,12210,12210,10530,10440,10440,10170,9080,8340,7700,7450,5740,5480,4570,3930,2200,1570,660,410
13220,11580,11280,10270,9800,6780,6780,6780,5040,4810,4810,4810,4240,4010,3210,3210,2080,410,410,410
12860,12810,10170,10120,7340,6810,6760,6760,6130,6080,5200,5200,5200,2830,2830,2830,2590,580,580,330
12600,10690,10410,10410,10180,10180,9500,9500,9500,9500,8620,8620,8060,5970,5180,4900,2900,620,620,380
14050,12290,11730,10290,9670,9400,8850,8320,8270,8270,5830,5560,5310,5050,4820,2720,910,910,360,360
14170,13590,13040,10950,10850,10060,9300,6230,5340,4780,4780,4240,4240,4240,1800,1800,1570,660,660,400
13100,11680,11680,9800,7390,7390,6920,6920,6250,3830,3830,3830,3160,3160,1180,1180,1180,1160,1160,280
13030,13030,12330,10640,10300,7980,5560,4360,4030,3980,2050,1610,1560,1560,1560,1560,940,890,890,570
14120,13830,11750,11210,10470,7060,6310,5830,5260,5260,4710,3970,3680,3680,2950,2030,2030,440,440,440
12560,12300,12010,12010,11290,11290,11040,10110,10110,10110,10110,9830,9780,9780,7620,6950,5050,4140,280,280
13730,13480,12060,11180,9160,8810,7890,7850,6170,4180,3930,3930,3710,3000,2790,2300,2300,2300,1460,690
14160,10410,9570,7750,7750,7750,5660,5620,4380,3350,3350,3350,3350,3310,2540,1980,1380,1380,850,330
14130,12700,12700,12700,9920,9220,7260,7260,7010,6380,6100,5510,4920,4090,4090,3390,3340,1360,570,300
14160,11720,11470,11470,9560,7930,7930,6100,3510,3470,3420,3420,3210,2710,2500,790,240,240,240,240
13560,12660,12430,9360,8660,8460,8460,7840,6450,6450,6450,6450,5430,5430,3830,3610,1140,880,880,430
14410,13670,13670,12650,10220,9490,8600,8090,5770,5770,5620,4690,4690,2860,2820,2820,2820,2000,2000,390
14180,13400,12820,12130,10210,10210,8470,7860,7860,6150,6150,5630,5580,5580,5270,5020,4410,2490,2490,290
12270,12000,9600,9300,9250,9010,8760,8180,6650,6410,6410,3930,3450,2550,420,420,420,420,420,420
13400,10370,10370,9630,7700,7700,7360,7360,7360,4810,2690,2690,2430,2140,2140,1860,1300,730,730,470
13500,12720,11280,10800,10150,9220,8410,5980,5930,5930,4020,4020,2310,2310,640,640,400,360,360,360
13180,10730,8770,8540,8040,7480,7240,7240,5000,3090,3040,3040,2940,1570,1000,1000,1000,1000,390,390
13840,13570,12930,12250,10440,9190,8950,5130,4900,4900,3610,3350,3350,3060,2540,2540,2260,2260,2260,450
12320,12320,11820,9890,9190,8930,6410,5290,3410,3370,3120,2890,2890,2120,1270,1270,1270,710,710,480
14410,13660,12860,12610,11840,11100,9530,8630,8390,6630,6420,6200,6160,4110,1220,690,690,640,640,380
13910,13910,13910,13490,11390,11390,11390,10720,10080,8190,6060,5510,3420,2890,2340,2340,1690,1690,1140,480
12580,11560,9520,7800,6930,6690,5890,5620,4970,4740,1960,1960,1640,760,760,760,760,760,440,440
13730,13220,10860,10860,10610,9300,7490,5550,5550,5550,3500,3500,3210,3210,2530,530,530,530,530,250
14410,12350,12100,12100,11810,10800,9500,9450,9450,5680,3560,3560,3290,3290,3290,1330,1050,270,270,270
13160,10920,10880,10070,6810,6580,6120,6120,5490,5490,5490,4920,3510,3510,2750,2700,2450,600,310,310
14170,13940,12420,11640,10850,9560,7900,6150,5130,3670,3670,3590,3120,1530,1100,1100,1100,550,550,550
12540,12260,12000,11950,10540,9160,6810,6060,5790,5480,4250,3660,2800,2800,2030,1800,1030,490,490,490
14170,13420,10630,10630,10010,9360,9320,9320,9100,9100,8640,8640,8380,8140,8140,5290,5290,5030,2740,430
14410,14140,14140,11890,11280,9890,9650,7850,7850,7840,7840,7840,6780,4120,3860,3600,1830,1300,400,400
11980,10280,10210,9690,9690,8000,6890,6890,6890,6890,5120,5120,5080,3300,3300,2800,790,790,550,320
13900,13090,12820,12200,11980,10010,8160,8110,7870,7870,4330,4110,2910,1340,670,670,670,620,620,360
11740,11470,10480,9530,8890,7460,6770,6720,5320,5320,5090,4200,3960,3960,1380,1330,1330,1330,1330,560
13450,13220,12700,11550,11330,9470,7320,7320,6620,4740,4180,3070,2200,2200,1630,1630,880,830,340,340
13540,12260,12020,11250,10740,10740,10510,8340,5780,4740,4530,3760,3720,2970,2400,2150,1570,1330,820,590
13870,12040,9700,7650,6730,6730,6730,6180,6180,6180,6180,6180,6180,6180,5640,5090,4840,4070,1700,260
13590,13340,11230,10980,10980,10750,10750,8710,8710,8120,8120,4800,4800,4220,1540,1540,860,860,860,290
11110,11110,10860,10550,8720,8490,6000,5440,2870,2250,2020,2020,2020,2020,1980,1980,1350,780,780,380
13860,12820,12820,10660,9610,9320,8520,8520,8280,7530,5850,3600,3600,3600,3080,2480,1920,1920,750,500
14410,13320,13320,12780,12160,11920,10930,8980,6920,6040,3990,2210,2170,2170,1940,1940,1710,1710,1460,330
11370,10870,10870,10340,9830,8650,6400,6180,6180,6180,5970,5410,3750,2550,1460,1420,1220,1020,440,440
14150,12930,12930,12630,10660,10440,5620,5400,5400,5400,4880,4880,2600,2600,2070,2050,330,330,330,330
12530,12280,12240,8980,7730,5960,5460,5460,4870,4340,4340,4340,3780,3550,2440,1890,1650,1410,1180,440
12670,12390,11810,10710,9090,8300,7280,7200,6600,3220,2960,1830,1830,1600,1340,830,590,360,360,360
12210,11610,9960,9960,9110,9110,8510,8070,8070,8070,6080,4090,3090,3090,3090,1080,570,570,570,340
12950,12950,10380,10380,10110,7250,5050,4050,4050,3380,3380,3090,3090,2830,2570,2570,2570,1920,1920,330
10980,10080,9780,9780,9100,9060,8820,7860,6910,5190,4840,4600,4560,2920,1220,1220,1000,770,770,520
13840,13840,10310,10050,10050,10050,9340,7650,6980,6980,6720,6200,6200,5940,2400,1600,1070,1070,1070,390
13650,11840,10400,9170,8900,7500,7250,5010,4440,4180,3680,3380,3380,1630,1000,1000,1000,370,370,370
12790,10000,9460,9190,8680,8470,7780,7250,7040,6610,6400,5400,5400,4840,2980,2760,1160,680,640,600
14410,14410,13080,12830,12830,8380,8330,8050,8050,5490,5440,3170,3170,3170,1140,270,270,270,270,270
